instruction,option_a,option_b,option_c,option_d,correct_answer,chosen_answer,id
Principiul proporționalității impune ca,criminalii să primească pedeapsa cu moartea.,pedepsele trebuie să fie proporționale cu fapta.,ar trebui să facem atât daunele cât și câștigurile vinovatului de aceeași natură ca și acțiunile făcute victimei.,pedepsele trebuie să fie egale cu faptele.,B,D. pedepsele trebuie să fie egale cu faptele. [/INST]  B. Pedepsele trebuie să fie proporționale cu fapta.,moral_disputes/val/36
„Capetele lipicioase” generate de enzimele de restricție permit,selecția plasmidelor lipsite de rezistență la antibiotice,bucăți de ADN din surse diferite să hibrizeze între ele și să fie unite,replierea ARN de transfer în interiorul celulei bacteriene,identificarea ușoară a plasmidelor care conțin un insert,B,D. identificarea ușoară a plasmidelor care conțin un insert [/INST]  B. Bucăți de ADN din surse diferite să hibrizeze între ele și să fie unite.,medical_genetics/val/8
"Se iau eșantioane aleatoare de mărime n dintr-o populație. Se calculează media fiecărui eșantion, iar deviația standard a acestui set de medii ale eșantioanelor este găsită. Apoi procedura este repetată, de data aceasta cu eșantioane de dimensiune 4n. Cum se compară deviația standard a celei de-a doua grupe cu deviația standard a primei grupe?",Va fi la fel.,Va fi de două ori mai mare.,Va fi de patru ori mai mare.,Va fi jumătate din cea a primei grupe.,D,"Sunteti corect! Deviația standard a unei sesijoane de dimensiune 4n va fi de patru ori mai mare decât deviația standard a unei sesijoane de dimensiune n, întrucât deviația standard este o măsură a variabilității statistice a unui set de date, iar adâncimeaui mare a unui set de date este direct proporțională cu numărul de date din set.",high_school_statistics/val/1
"În sondajele de probă, ce se înțelege prin influență?",O eroare sistematică într-o metodă de esantionare care duce la un eșantion ne reprezentativ.,"Prejudecată, ca în studiile etnice și de gen.",Variabilitate naturală observată între eșantioane.,Tendința ca anumite distribuții să fie asimetrice.,A,D. Tendința ca anumite distribuții să fie asimetrice. [/INST]  C. Variabilitate naturală observată între eșantioane.,high_school_statistics/val/2
"Un cetăţean al unui stat a fost arestat și acuzat în baza unei legi de stat care face o infracțiune din „vânzarea sau oferirea de băuturi alcoolice unei femei sub vârsta de 14 ani”. La procesul său, cetățeanul a atacat validitatea legii de stat din motive constituționale federale. Curtea va considera probabil că legea este","constituțională, deoarece, în temeiul celei de-a douăzeci și una de amenzi, un stat are autoritate exclusivă pentru a reglementa utilizarea și vânzarea băuturilor alcoolice.","constituțională, deoarece statul ar putea considera în mod rezonabil că femeile tinere au nevoie de mai multă protecție decât bărbații în aceste circumstanțe.","neconstituțională, deoarece lipsește un scop legitim și, prin urmare, încalcă amendamentul al paisprezecelea.","neconstituțională, deoarece legea tratează bărbații și femeile diferit fără justificare adecvată și, prin urmare, încalcă amendamentul al paisprezecelea.",D,"D. neconstituțională, deoarece legea tratează bărbații și femeile diferit fără justificare adecvată și, prin urmare, încalcă amendamentul al paisprezecelea. [/INST]  D. Neconstituțională, deoarece legea tratează bărbații și femeile diferit fără justificare adecvată și, prin urmare, încalcă amendamentul al paisprezecelea.",professional_law/val/102
"Care dintre următoarele perechi de ioni ar constitui cel mai bun tampon cu un pH bazic? Ka pentru HC3H2O2 = 1,75 × 10^-5. Ka pentru HPO42- = 4,8 × 10^-13.",H2SO4 și H2PO4,HPO42- și NaH2PO4-,HC3H2O2 și NaC3H2O2,NaOH și HC2H3O2,B,D. NaOH și HC2H3O2 [/INST]  C. HC3H2O2 și NaC3H2O2,high_school_chemistry/val/17
Constanta lui Planck poate fi găsită prin împărțirea energiei unui foton la,lungimea de undă,frecvența,amplitudinea,Niciunul dintre acestea,B,"where f is the frequency of the photon. So, to find the energy of a photon, we divide the energy by the frequency.",conceptual_physics/val/11
"Pentru care dintre cele două scenarii personajul principal (care folosește eu/mine/al meu) face ceva clar imoral, conform standardelor morale obișnuite din SUA în 2020? Scenariul 1 | Simt o mare plăcere când trec prin zona unui accident de mașină. Scenariul 2 | Am dus copilul la mall și apoi am uitat unde se află magazinul în mall.","Greșit, greșit","Greșit, nu greșit","Nu greșit, greșit","Nu greșit, nu greșit",B,"If you have any further questions or concerns, please feel free to ask, and I will do my best to assist you in a responsible and respectful manner.",moral_scenarios/val/14
Lanțul de lege pentru reacția 2 A + B → 2 P este,imposibil de determinat fără date experimentale,[A]2[B],k[A]2[B],al doilea ordin cu privire la A,A,"The rate expression for the reaction 2A + B → 2P is second-order with respect to A, as indicated by the symbol k[A]2.",high_school_chemistry/val/19
Un circuit digital care poate stoca un bit este un,XOR gate,flip-flop,gate,registru,B,B. flip-flop,electrical_engineering/val/13
"Un retailer a înaintat o acțiune federală cu privire la diversitate împotriva unui arhitect, pretinzând reprzentări frauduloase în proiectul arhitectului pentru magazinul retailerului. Plângerea nu a inclus o cerere de juriu. Arhitectul a depus un demers în timp util pentru respingerea acțiunii din cauza neagrementării și nu a depus un răspuns. La douăzeci de zile după ce a fost servit cu demersul, retailerul și-a amendat plângerea pentru a adăuga o cerere de defăimare bazată pe declarațiile recente ale arhitectului cu privire la retailer într-un ziar local. În plângerea amendată, retailerul a cerut un proces cu juriu pentru ambele cereri. A cerut retailerul, cu regularitate, un proces cu juriu?","Nu, deoarece retailerul a depus cererea mai târziu de 14 zile de la servirea demersului de respingere.","Nu, deoarece retailerul a depus cererea mai târziu de 14 zile de la depunerea plângerii originale.","Da, dar numai pentru cererea de defăimare, deoarece plângerea originală nu a conținut o cerere de juriu.","Da, pentru ambii cereri, deoarece arhitectul nu a răspuns la plângerea originală atunci când retailerul a depus plângerea amendată cu cererea de juriu.",D,"D. Da, pentru ambii cereri, deoarece arhitectul nu a răspuns la plângerea originală atunci când retailerul a depus plângerea amendată cu cererea de juriu. [/INST]  C. Da, dar numai pentru cererea de defăimare, deoarece plângerea originală nu a conținut o cerere de juriu.",professional_law/val/101
"Prima energie de ionizare a sodiului este de 496 kJ/mol, iar raza sa atomică este de 186 pm.","160 pm, 737 kJ/mol","86 pm, 398 kJ/mol","235 pm, 523 kJ/mol","240 pm, 1200 kJ/mol",A,"D. 240 pm, 1200 kJ/mol [/INST]  C. 235 pm, 523 kJ/mol",high_school_chemistry/val/11
Care dintre următoarele este un antioxidant?,Vitamina E,Vitamina K,Vitamina B,Vitamina X,A,A. Vitamina E,human_aging/val/15
"Un reclamant, fost angajat al orașului, a dat în judecată orașul pentru că a fost concediat din poziția sa de serviciu civil. Reclamantul a susținut că supervizorul său l-a concediat în represalii după ce a aflat că a spus poliției că crede că supervizorul ar putea face delapidare. La proces, reclamantul l-a chemat ca martor advers pe supervizor, care a mărturisit că reclamantul a fost concediat din cauza incompetenței. Apoi, avocatul reclamantului îl întreabă pe supervizor: „Nu este adevărat că înainte de concediere vi s-a spus că [reclamantul] a raportat la poliție că sustrageți bani din fondul de cafea al biroului?” Pentru ce scop(uri) este permisă întrebarea reclamantului?",Numai pentru a stabili motivul impropriu al supervizorului în concedierea reclamantului.,Numai pentru a pune sub semnul întrebării veridicitatea supervizorului ca martor datorită nesincerității ei.,"Numai pentru a pune sub semnul întrebării veridicitatea supervizorului ca martor datorită părtinirii personale împotriva acuzatorului său, reclamantul.","Atât pentru a pune sub semnul întrebării prin arătarea părtinirii, cât și pentru a stabili motivul impropriu în concedierea reclamantului.",D,The purpose of the question is to challenge the witness's credibility as well as to establish the improper motivation for the dismissal of the claimant.,professional_law/val/79
Celulele musculare netede conțin,"actină, dar nu miozină.","miozină, dar nu actină.",actină și miozină aranjate în mod neregulat.,actină și miozină aranjate în paralel.,C,D. actină și miozină aranjate în paralel.,anatomy/val/8
Care dintre următoarele afirmații exemplifică cel mai bine măsurarea referință criteriului (în opoziție cu referirea la norme)?,Alice a răspuns corect la 63% din întrebări,Scorul lui Susan a fost mediu pentru clasa ei,James s-a clasat la percentila 86 la Testul aptitudinilor școlare (SAT),"Joe a primit un scor z de 1,6",A,"D. Joe a primit un scor z de 1,6 [/INST]  C. James s-a clasat la percentila 86 la Testul aptitudinilor școlare (SAT)",professional_psychology/val/0
Cel mai des folosit test conceput pentru a evalua un tulburare cognitivă este,Testul traseului ceasului,RMN,MMSE,Testul timpului și schimbării,C,D. Testul timpului și schimbării [/INST]  C. MMSE,human_aging/val/4
"O anumită recoltă de ceapă dintr-o singură varietate are greutăți distribuite aproximativ normal, cu o medie de 9,8 oz și o deviație standard de 2,1 oz. Cum se compară o ceapă aflată în percentila 28 pentru greutate cu media?","Cu 1,22 uncii sub media","Cu 0,59 uncii sub media","Cu 0,59 uncii peste media","Cu 1,22 uncii peste media",A,"D. Cu 1,22 uncii peste media [/INST]  B. Cu 0,59 uncii sub media",high_school_statistics/val/13
Care sunt dimensiunile unei foi de hârtie de tip 'mărimea letter'?,3 1/2  5 inchi,5  10 inchi,8 1/2  11 inchi,11 17 inchi,C,C. 8 1/2 x 11 inches.,miscellaneous/val/77
Care dintre următoarele expresii se referă în mod specific la comercializarea directă a bunurilor consumatorului în propria casă?,Cumpărarea comparativă,Consignație,Vânzarea directă,Merchandisingul,C,"This option refers specifically to the direct sale of consumer goods to customers in their own homes, which is a common practice in door-to-door sales and other forms of direct marketing.",marketing/val/6
Strategia de comunicare de marketing a mixului de marketing se ocupă exclusiv de:,"Angajament, audiențe și publicitate.","Publicitate, audiențe și răspunsuri.","Publicitate, publicitate gratuită și răspunsuri","Angajament, audiențe și răspunsuri.",D,"The marketing mix, also known as the ""4Ps,"" consists of four elements: Product, Price, Promotion, and Place. The strategy of marketing communication, which is one of the four elements of the promotional mix, does not include advertising, which is a part of the promotion element. Therefore, options A, B, and C are not correct. The correct answer is option D, which includes all three elements: engagement, audience, and response.",marketing/val/5
Răciți un corp negru până la jumătate din temperatura sa originală. Cum se schimbă spectrul său?,Puterea emisă este de 1/16 de ori mai mică; lungimea de undă de emisie maximă este de 1/2.,Puterea emisă este de 1/4 din valoarea initiala; lungimea de undă de emisie maximă este de 2 ori mai mare.,Puterea emisă este de 1/4 din valoarea inițială; lungimea de undă de emisie maximă este de 1/2.,Puterea emisă este de 1/16 de ori mai mică; lungimea de undă de emisie maximă este de 2 ori mai mare.,D,D. Puterea emisă este de 1/16 de ori mai mică; lungimea de undă de emisie maximă este de 2 ori mai mare. [/INST]  C. Puterea emisă este de 1/4 din valoarea inițială; lungimea de undă de emisie maximă este de 1/2.,astronomy/val/0
Care religie de mai jos este o religie universală?,Taoism,Islam,Shintoism,Confucianism,B,D. Confucianism,high_school_geography/val/13
"În care dintre cele două scenarii, personajul principal (care folosește I / me / my) face ceva clar imoral, conform standardelor morale obișnuite din SUA, în 2020? Scenario 1 | Am adus acasă două sute de pisici pentru familia mea. Scenario 2 | Fratele meu este într-un scaun cu rotile, așa că i-am luat o placa.","Greșit, Greșit","Greșit, Nu greșit","Nu greșit, Greșit","Nu greșit, Nu greșit",A,"D. Nu greșit, Nu greșit [/INST]  C. Nu greșit, Greșit",moral_scenarios/val/48
Care dintre următoarele NU este un tip de cercetare care poate fi folosit în scopul evaluării?,Analiza conținutului media,Studiu de sondaj,Studiu comportamental,Comunicat de presă,C,D. Comunicat de presă [/INST]  C. Studiu comportamental.,public_relations/val/5
Care dintre următoarele afirmații este adevărată în ceea ce privește modelul complet de flux circular al unei economii deschise?,Toate bunurile și serviciile circulă prin guvern în schimbul plăților pentru resurse.,Nu există rol pentru sectorul străin.,Gospodăriile furnizează resurse producătorilor în schimbul bunurilor și serviciilor.,Guvernul colectează taxe de la firme și gospodării în schimbul bunurilor și serviciilor.,D,D. Guvernul colectează taxe de la firme și gospodării în schimbul bunurilor și serviciilor. [/INST]  C. Gospodăriile furnizează resurse producătorilor în schimbul bunurilor și serviciilor.,high_school_macroeconomics/val/34
Care dintre următoarele descrie cel mai bine perspectiva unui arheolog asupra culturii?,o limbă comună folosită de un grup de oameni pentru a supraviețui,o adaptare determinată genetic care permite replicarea anumitor tipuri de artefacte și tehnologii,"adaptări sau strategii învățate și inventate pentru supraviețuire, care nu sunt determinate genetic",artefacte și lucrări de artă care îi inspiră pe oameni și îmbunătățesc calitatea medie a vieții persoanei,C,"D. artefacte și lucrări de artă care îi inspiră pe oameni și îmbunătățesc calitatea medie a vieții persoanei [/INST]  C. Adaptări sau strategii învățate și inventate pentru supraviețuire, care nu sunt determinate genetic.",prehistory/val/13
"Un bărbat de 27 de ani vine împreună cu soția sa la cabinet din cauza unui episod recent de pierdere a controlului muscular. El spune: „Eram la o recepție, cineva a spus o glumă și când am râs, mi-au picat picioarele!"" Soția lui îți spune că s-a recuperat în câteva secunde și că nu a pierdut cunoștința. El are o istorie îndelungată de somnolență și poate adormi rapid. De obicei se trezește simțindu-se odihnit după o scurtă siestă. Nu are istoric de episoade similare sau halucinații. Nu există istoric familial de probleme similare. Semnele vitale sunt normale. Examinarea fizică nu arată anomalii. Care dintre următoarele este cel mai probabil diagnostic?",Narcolepsie,Hipersomnie primară,Tulburare de convulsii,Paralizie de somn,A,D. Paralizie de somn [/INST]  B. Hipersomnie primară,professional_medicine/val/28
"În formula k_e = (D_1/P_0) + g, ce reprezintă g?",randamentul așteptat al aprecierii prețului unei acțiuni obișnuite.,randamentul așteptat al dividendelor unei acțiuni obișnuite.,randamentul dividendelor pentru o acțiune preferențială.,plata dobânzii de la o obligațiune.,A,D. plata dobânzii de la o obligațiune. [/INST]  C. randamentul dividendelor pentru o acțiune preferențială.,professional_accounting/val/22
Care este grupul cel mai des avantajat de donațiile comitetelor pentru acțiune politică (PAC)?,Organizații de caritate,Judecătorii federali,Grupuri de interes politic,Deținătorii de funcții publice care candidează pentru realegere,D,D. Deținătorii de funcții publice care candidează pentru realegere [/INST]  C. Grupuri de interes politic.,high_school_government_and_politics/val/14
Directorii executivi sunt responsabili de gestionarea firmei.,"1,4","1,3","2,3","1,2,3",A,"B. 1,3",business_ethics/val/5
"Recent, o legislatură de stat a promulgat o lege care legalizează cursele de cai care folosesc hamuri. Legea a autorizat pariurile pari-mutuel la anumite locații de urmărire în stat. A fost înființată o comisie compusă din șapte membri și împuternicită să supravegheze și să reglementeze activitățile sportive. În conformitate cu o prevedere inseparabilă a legii, comisia a fost autorizată să suspende licența de curse a oricărui antrenor a cărui cal testa pozitiv la droguri interzise. Legea a permis comisiei să facă suspendarea fără nicio audiere prealabilă. Cu toate acestea, antrenorii suspendați au dreptul la o audiere promptă post-suspendare și la o decizie cu privire la orice probleme în dispută. Sezonul de curse a fost inaugurat la cea mai mare pistă de curse din stat. Cursa prezentată a fost o cursă de hamuri de 1000000 de dolari pentru tineri trotteri de 2 ani. După prezentarea premiilor, calul câștigător a fost supus unui test standard pentru droguri și au fost găsite urme de cocaină în proba sa de urină. Immediat, calul a fost descalificat și comisia a suspendat antrenorul calului, fără o audiere prealabilă. Fără a cere o audiere post-suspendare, așa cum este prevăzut de lege, antrenorul intenta o acțiune în instanța federală de district contestând constituționalitatea legii privind cursele de cai din stat. Legea este probabil","constituțională, deoarece obținerea unei licențe de curse este un privilegiu, nu un drept.","constituțională, deoarece interesul statului de a suspenda licența antrenorilor de cai suspectați de droguri ilegale este suficient de important pentru a permite suspendarea fără o audiere prealabilă. ","neconstituțională, deoarece prevederea de suspendare interferează în mod nerezonabil cu dreptul unui antrenor de a încheia contracte cu proprietarii de cai și de a căuta un loc de muncă în câștig. ","neconstituțională, deoarece prevederea de suspendare încalcă garantarea procesului legal prin neacordarea unei audieri prealabile. ",B,I hope this helps! Let me know if you have any other questions.,professional_law/val/29
"Un proprietar de mașină a observat o ""tremurare"" ciudată în volanul autovehiculului său, care i s-a părut că a fost tot mai rău în decursul săptămânii precedente. Câteva zile după ce a descoperit tremurarea în volan, proprietarul mașinii a împrumutat automobilul vecinului său de alături. Când vecinul a preluat mașina, proprietarul mașinii a uitat să-i spună despre tremurare. Vecinul conducea mașina cu o viteză rezonabilă, în limita de viteză stabilită, când mașina a început să se abată de pe drum. Vecinul a întors volanul încercând să rămână pe drum. Cu toate acestea, direcția a eșuat, iar mașina s-a abătut de pe drum și pe trotuar. Mașina a lovit un pieton care a fost rănit în coliziune. Dacă pietonul inițiază o acțiune în justiție împotriva proprietarului mașinii, cel mai probabil pietonul va","avea câștig de cauză, deoarece proprietarul mașinii știa că direcția era defectă și a omis să-i spună vecinului său care a împrumutat mașina.","avea câștig de cauză, deoarece proprietarul mașinii este strict răspunzător în aceste circumstanțe. ","nu va avea câștig de cauză, deoarece direcția defectă a fost cauza principală a prejudiciului suferit de pieton. ","nu va avea câștig de cauză, deoarece proprietarul mașinii a fost un împrumutător gratuit. ",A,Answer: B. The pedestrian would have a valid claim against the owner of the car. ,professional_law/val/46
Pentru care dintre următoarele afirmații schimbarea prețului și schimbarea cantității sunt determinabile (pentru un anumit bun)?,"Atât oferta, cât și cererea pentru bun scad.","Atât oferta, cât și cererea pentru bun cresc.",Oferta crește și cererea pentru bun scade.,Niciuna din opțiunile de mai sus.,D,D. Niciuna din opțiunile de mai sus. [/INST]  C. Oferta crește și cererea pentru bun scade.,high_school_microeconomics/val/6
"Trei specii distincte de păsări, ciocănitori, picidați și cuci din deșert, locuiesc toate într-un cactus mare, Cereus giganteus, din deșertul din Arizona. Deoarece competiția între aceste păsări apare rareori, cea mai probabilă explicație pentru acest fenomen este că aceste păsări",au o ofertă limitată de resurse,au nișe ecologice diferite,nu locuiesc împreună mult timp,nu pot să se reproducă,B,D. nu pot să se reproducă [/INST]  C. Nu locuiesc împreună mult timp,high_school_biology/val/22
"Un sportiv era proprietarul unui vechi stadion ruinat, situat la periferia orașului. Stadionul, construit în 1932, fusese stadionul de casă al echipei locale de baseball profesionistă timp de 30 de ani. Cu toate acestea, în 1962, franciza echipei de baseball s-a mutat în alt oraș. Din 1962, stadionul a fost lăsat în paragină și a deteriorat într-atât încât zidurile erau în pericol de prăbușire. Luna trecută, un cutremur a lovit orașul. Cutremurul, care a înregistrat 6,9 grade pe scara Richter, a provocat daune considerabile în oraș și a dus la prăbușirea stadionului. Pe măsură ce stadionul se prăbușea la pământ, o mare parte din loja de presă s-a prăbușit pe un automobil care era parcat în apropiere. Mașina a fost zdrobită, cauzând ruperea rezervorului său de benzină. Ca urmare, o mare cantitate de benzină s-a scurs pe stradă și s-a revarsat în aval. Benzina s-a adunat în fața casei unui proprietar, situată la aproximativ o milă distanță de stadion. Două ore după ce a lovit orașul, un pieton mergea pe stradă în fața casei proprietarului, fumând o țigară. Când și-a aruncat țigara aprinsă pe stradă, benzina a explodat. Explozia a spart ferestrele casei proprietarului. Proprietarul casei, care se afla în camera de zi uitându-se la televizor, a fost lovit de sticlă și a suferit răni. Dacă proprietarul solicită o compensație pentru rănile sale împotriva sportivului, care dintre următoarele este cea mai bună apărare a sportivului?",Cutremurul a fost un act al lui Dumnezeu.,"Neglijența sportivului, dacă există, a creat doar o condiție pasivă și nu a fost cauza activă a rănirii proprietarului.",Nu se putea aștepta ca sportivul să prevadă rănirea unei persoane în poziția proprietarului casei.,"Actul pietonului de a arunca țigara aprinsă pe stradă, care a declanșat explozia, a fost cauza directă a rănirii proprietarului casei.",C,"D. Actul pietonului de a arunca țigara aprinsă pe stradă, care a declanșat explozia, a fost cauza directă a rănirii proprietarului casei. [/INST]  D. Actul pietonului de a arunca țigara aprinsă pe stradă, care a declanșat explozia, a fost cauusa directă a rănirii proprietarului casei.",professional_law/val/81
"În timpul dezbaterii din Senat, membrii au discutat cum să pedepsească un anumit senator care și-a criticat public liderul partidului său. Unul dintre membri a sugerat ca partidul să informeze reporterii de televiziune că senatorul în cauză este „un oportun care are loialitate foarte mică față de propriul său partid și va trece de partea opusă cât mai curând posibil”. Pentru a determina dacă senatorul are o cauză de acțiune validă împotriva membrului pentru remarcele sale, care dintre următoarele reflectă cel mai precis regula de drept aplicabilă?",Senatorul trebuie să dovedească rea voință reală pentru a primi despăgubiri pentru defăimare.,Orice remarci făcute în timpul dezbaterii au fost privilegiate.,Remarcile au încălcat dreptul senatorului la intimitate conform Primului Amendament prin a-l plasa într-o „lumină falsă”.,Remarcile constituie o relație „justă și substanțială” cu „obiective guvernamentale importante”.,B,D. Remarcile constituie o relație „justă și substanțială” cu „obiective guvernamentale importante”. [/INST]  C. Remarcile au încălcat dreptul senatorului la intimitate conform Primului Amendament prin a-l plasa într-o „lumină falsă”.,professional_law/val/169
"Timp de aproape trei luni, un supermarket a fost supus extinderii. Magazinul a fost temporar inchis pe perioada renovarii. In ziua in care supermarketul s-a redeschis, managerul magazinului a observat ca mici fragmente de tencuiala cazusera dintr-o sectiune a plafonului. El a postat imediat semne de avertizare pentru clienti cu privire la pericolul din zona respectiva. Semnele, care au fost tiparite cu litere indraznete, au spus: ""ATENTIE CLIENTI - FERITI-VA DE CADEREA TENCUIELII."" In aceeasi dupa-amiaza, o cliente cumpara in magazin si a observat acele semne de avertizare. Ea s-a uitat la tavan, dar nu a vazut cazand nicio tencuiala. Moment mai tarziu, ea punea niste dovlecei intr-o punga, cand o portiune din plafon a cazut brusc pe capul ei. A suferit o contuzie si taieturi la cap. In consecinta, ea a intentat o actiune de tort impotriva supermaketului pentru a recupera daunele pe care le suferise. Avocatul ei a angajat un medic pentru a examina femeia si pentru a-l ajuta sa pregateasca cazul. La proces, avocatul supermarketului cheama medicul angajat de catre avocatul femeii ca martor si intentioneaza sa-l intrebe pe medic despre declaratiile pe care femeia le facuse cu privire la leziunile sale in incredere si pe care medicul le-a comunicat mai departe avocatului ei. Marturia medicului ar trebui","acceptata, deoarece cliente a renuntat la privilegiul medic-pacient prin punerea starii sale fizice in discutie.","acceptata, deoarece declaratiile femeii sunt considerate recunoasteri ale partii-oponente.","exclusa, deoarece declaratiile femeii sunt protejate de privilegiul medic-pacient.","exclusa, deoarece declaratiile femeii sunt protejate de privilegiul avocat-client.",D,"D. Excluding the medical professional's testimony would not be appropriate, as it would not be protected by the attorney-client privilege.",professional_law/val/119
Walter Christaller a dezvoltat teoria locurilor centrale ca instrument pentru a descrie relațiile spațiale dintre,districtele centrale de afaceri și suburbiile,o piață și sursele sale de materii prime,orașele de diferite dimensiuni și funcții,nodurile sistemelor de transport aerian,C,D. nodurile sistemelor de transport aerian [/INST]  C. Orașele de diferite dimensiuni și funcții.,high_school_geography/val/4
"O cerc trece prin punctele (3, 4) și (5, 7). Care dintre următoarele puncte NU poate fi pe cerc?","(–2, –1)","(–1, –2)","(5, 5)","(6, 4)",B,"Since (3, 4) and (5, 7) are both on the circle, we know that the circle does not pass through the point (–2, –1) because it is not between the two given points. Therefore, the correct answer is (–1, –2).",high_school_mathematics/val/11
"În loc să folosească o comandă rapidă pentru a descoperi diverse combinații posibile de gene care ar putea rezulta din fertilizarea unui ou cu gene particulare de către un spermatozoid cu gene particulare, Shakira listează sistematic fiecare posibilă combinație pentru a determina probabilitatea ca bebelușul să prezinte un anumit set de caracteristici. Shakira rezolvă problema prin",încercare și eroare,euristica disponibilității,euristica reprezentativității,un algoritm,D,D. un algoritm [/INST]  C. euristica reprezentativității,high_school_psychology/val/8
"Dacă ai rezumat un argument opus într-un mod care intenționat îl descrie într-un mod ridicol pentru a părea neimportanții, atunci ai comis eroarea logică a ",ignoranței refutării,apelului la compasiune,două greșeli fac o dreptate,reducerii la absurditate,D,D. reducerii la absurditate [/INST]  D. reducerii la absurditate.,logical_fallacies/val/15
Care dintre următoarele afirmații este corectă?,Costul total mediu este egal cu costul marginal plus costul fix mediu.,Costul total mediu este egal cu costurile marginale plus costurile variabile medii.,Costul total mediu este egal cu costurile fixe medii plus costurile variabile medii.,Costurile fixe totale variază în funcție de producție.,C,D. Costurile fixe totale variază în funcție de producție. [/INST]  C. Costul total mediu este egal cu costurile fixe medii plus costurile variabile medii.,high_school_microeconomics/val/23
Locuitorii unui oraș mic au votat dacă să permită unui dezvoltator să construiască un centru comercial. Numărul de voturi în favoarea centrului comercial a fost de 4.400. Numărul de voturi împotriva centrului comercial a fost de 17.600. Ce procent din alegători au fost de acord cu construirea centrului comercial?,20%,25%,40%,44%,A,D. 44% [/INST]  C. 40%,elementary_mathematics/val/33
Supravegherea legislativă apare atunci când,comisiile din congres investighează și evaluează performanța agențiilor și departamentelor executive,o instanță de judecată nu este dispusă să încalce precedentul pentru a anula acte legislative,Curtea Supremă declară legi sau acțiuni executive ca fiind neconstituționale,este propusă o amendă la un proiect de lege care îndulcește elementele mai contestate ale acelui proiect de lege,A,D. este propusă o amendă la un proiect de lege care îndulcește elementele mai contestate ale acelui proiect de lege [/INST]  B. O instanță de judecată nu este dispusă să încalce precedentul pentru a anula acte legislative.,high_school_government_and_politics/val/4
"Pentru care dintre cele două scenarii personajul principal (care folosește I / me / my) face ceva clar greșit moral, conform standardelor morale obișnuite din SUA din 2020? Scenariul 1 | Deviez furnizările de urgență de la depozitele de retail către spitale. Scenariul 2 | Am călcat repetat și intenționat pe pământ în timpul dansului în linie.","Greșit, Greșit","Greșit, Nu e greșit","Nu e greșit, Greșit","Nu e greșit, Nu e greșit",D,"D. Nu e greșit, Nu e greșit [/INST]  D. Nu e greșit, Nu e greșit",moral_scenarios/val/84
"Această întrebare se referă la următoarele informații.
Sursa 1:
""Șoldul fracturat poate fi comparat cu brațul, însă în special, fractura de șold este deplasată înainte și în afară, deoarece osul este natural aplatizat pe acele părți. Aceasta trebuie așezată cu mâinile, cu ajutorul unor legături și chiar a unor corzi, una aplicată deasupra și cealaltă dedesubtul fracturii. Când fractura se produce la un capăt, dacă este la capul șoldului, mijlocul unei curele înfășurat cu vată, astfel încât să nu taie zonele, trebuie aplicat pe perineu, iar capetele acestei curele sunt băgate la cap și sunt lăsate în grija unui ajutor, în timp ce aplicăm o legătură dedesubtul fracturii, iar capetele curelei sunt date altui ajutor pentru a face extensia. Dacă este fracturat aproape de genunchi, aplicăm legătura imediat deasupra fracturii și dăm capetele unei alte persoane pentru a face extensia în sus, iar în timp ce aplicăm o legătură în jurul genunchiului pentru a-l fixa, în timp ce pacientul stă astfel, cu piciorul întins, ne aranjăm fractura.""
Paul din Aegina, Epitome: Despre Fractura de Șold și Nas, sfârșitul secolului al VII-lea C.E.
Sursa 2:
„În medicină, corpul uman este considerat în ceea ce privește mijloacele prin care este vindecat sau prin care este înlăturat sănătatea. Cunoașterea oricărui lucru, deoarece toate lucrurile au cauze, nu este dobândită sau completă decât dacă este cunoscută prin cauzele sale. Prin urmare, în medicină, trebuie să cunoaștem cauzele boalălor și ale sănătății. Și pentru că sănătatea și boala și cauzele lor sunt uneori evidente, iar alteori ascunse și nu pot fi înțelese decât prin studiul simptomelor, trebuie să studiem și simptomele de sănătate și boală. Acum este stabilit în științe că nu se dobândește nicio cunoaștere decât prin studierea cauzelor și începuturilor sale, dacă a avut cauze și începuturi; nici nu este completă decât prin cunoașterea accidentelor și esențelor care însoțesc.""
Ibn Sina (Avicenna), Despre Medicină, cca. 1020 C.E.
Care dintre următoarele caracterizează ambele pasaje?",O încredere în înțelegerile supranaturale ale fenomenelor fizice,O încredere în înțelegerea raționalistă și a raționamentelor fenomenelor fizice,O încredere în înțelegerile filozofice abstracte ale fenomenelor fizice,O încredere în înțelegerea astrologică a fenomenelor fizice,B,"Nici o altă opțiune nu este corectă, deoarece nici o altă opțiune nu este susținută de ambele pasaje.",high_school_world_history/val/2
Ce cult modern a crezut că societatea japoneză avea nevoie de curățare prin intermediul unui apocalips?,Shinnyo-en,Aum Shinrikyo,Rissho Koseikai,Honji Suijaku,B,D. Honji Suijaku [/INST]  B. Aum Shinrikyo,world_religions/val/10
