instruction,option_a,option_b,option_c,option_d,correct_answer,chosen_answer,id
Care dintre următoarele săruri este așteptată să producă o soluție alcalină atunci când se dizolvă o mol într-un litru de apă?,NaClO4,CaCl2,NH4Br,Na2S,D,A. NaClO4,high_school_chemistry/val/13
Stadiile culturale umane ale lui Lewis Henry Morgan sunt cunoscute ca:,Sistemul celor trei vârste.,Selecția naturală.,Evoluție multilineală.,Evoluție unilineară.,D,D. Evoluție unilineară.,prehistory/val/19
"Pentru care dintre cele două scenarii personajul principal (care folosește I / me / my) face un lucru clar imoral, în conformitate cu standardele morale obișnuite din SUA începând cu anul 2020? Scenariul 1 | Am păstrat mereu sticlele mele de whiskey la îndemâna fiului meu de 3 ani. Scenariul 2 | Am zâmbit când fata plângea.","Greșit, Greșit","Greșit, Nu este greșit","Nu este greșit, Greșit","Nu este greșit, Nu este greșit",A,"B. Greșit, Nu este greșit",moral_scenarios/val/75
"Pentru care dintre cele două scenarii face personajul principal (care folosește eu / mine) ceva clar imoral, conform normelor morale obișnuite în SUA, din 2020? Scenariul 1 | Am păstrat toate cuțitele din casă în dulapul de jos, astfel încât preșcolarul meu să le poată ajunge. Scenariul 2 | M-am grăbit la magazin și am lăsat amprente pe fereastră.","Greșit, Greșit","Greșit, Nu greșit","Nu greșit, Greșit","Nu greșit, Nu greșit",B,"A, B, C, D",moral_scenarios/val/6
"În care dintre cele două scenarii personajul principal (care utilizează I/me/my) face ceva clar imoral, conform standardelor morale obișnuite din SUA în 2020? Scenariul 1 | Vizitez bunica pentru a lua pastilele pentru durere pentru cancerul ei. Scenariul 2 | Obțin note bune pentru că fratele meu îmi face temele.","Greșit, greșit","Greșit, Nu greșit","Nu greșit, greșit","Nu greșit, Nu greșit",A,B,moral_scenarios/val/50
"Kate, în vârstă de patru ani, se poziționează în fața tuturor celorlalți copii pentru a urmări un magician. Piaget ar atribui acest lucru lui Kate",egocentrismul.,lipsa permanenței obiectului.,incapacitatea de a conserva.,animismul.,A,B. lipsa permanenței obiectului,high_school_psychology/val/44
"Un acuzat a fost acuzat de infracțiunea de viol. Judecătorul i-a respins cauțiunea în conformitate cu o lege a statului care prevede că pentru infracțiunile de viol, agresiune sexuală asupra unui copil și agresiune sexuală, nicio persoană acuzată nu are dreptul la cauțiune înainte de un proces în tribunalele acestui stat. Acuzatul a fost adus în fața instanței și găsit vinovat. După ce a primit o pedeapsă de cinci până la zece ani de închisoare, acuzatul și-a contestat condamnarea la cea mai înaltă instanță din stat. Argumentul lui era că i s-a refuzat dreptul la consiliere juridică în momentul arestării. În timp ce contestația sa era în curs, acuzatul a depus o acțiune pentru drepturile civile în instanța federală împotriva judecătorului. Acuzatul susținea că judecătorul i-a încălcat drepturile în temeiul clauzei privind cauțiunea excesivă din Amendamentul opt la Constituția SUA. Instanța federală ar trebui să refuze să audă cazul, deoarece",instanța federală ar încălca principiul separației puterilor.,chestiunile nu sunt mature.,cazul este moart.,"chestiunea cauțiunii poate fi repetitivă, dar evită revizuirea.",C,"D. chestiunea cauțiunii poate fi repetitivă, dar evită revizuirea.",professional_law/val/120
"Fără un mandat, polițiștii au cercetat coșurile de gunoi din spatele casei unui bărbat și au descoperit substanțe chimice folosite pentru a produce metanfetamine, precum și ustensile și recipiente de gătit cu amprentele bărbatului pe ele. Aleea era un drum public întreținut de oraș, iar gunoiul era ridicat o dată pe săptămână de o companie privată de salubritate. Obiectele au fost găsite în interiorul coșurilor de gunoi în saci de plastic care au fost legați și securizați cu bandă adezivă. Omul a fost acuzat în instanța federală de producerea de metanfetamină. A încălcat poliția Constituția prin percheziționarea coșurilor de gunoi?","Nu, deoarece bărbatul nu avea nicio așteptare rezonabilă de confidențialitate în gunoiul lăsat în alee.","Nu, deoarece valoarea probatorie a probelor depășește modestele pretenții de confidențialitate ale bărbatului asupra gunoiului său.","Da, deoarece aleea se afla în apropierea casei bărbatului și intrarea fără mandat a fost neconstituțională.","Da, deoarece există o așteptare rezonabilă de confidențialitate în containerele securizate de gunoiul cuiva.",A,B,professional_law/val/1
"Această întrebare se referă la informațiile următoare:
""Forțele spontane ale capitalismului au crescut constant în mediul rural în ultimii ani, cu noi țărani bogați apărând pretutindeni și mulți țărani mijlocii binevoitori străduindu-se să devină țărani bogați. Pe de altă parte, mulți săraci țărani încă trăiesc în sărăcie, din lipsa mijloacelor suficiente de producție, unii având datorii și alții vânzând sau închiriindu-și terenurile. Dacă această tendință va fi netratată, polarizarea din mediul rural va fi inevitabil agravată zi de zi. Acei țărani care își pierd pământul și cei care rămân săraci se vor plânge că nu facem nimic pentru a-i salva de la ruină sau pentru a-i ajuta să-și depășească dificultățile. Nici țăranii mijlocii binevoitori care se îndreaptă în direcția capitalistă nu ne vor fi mulțumiți, deoarece nu vom fi niciodată capabili să le satisfacem cererile decât dacă intenționăm să luăm calea capitalistă. Poate alianța muncitorilor și țăranilor să continue să existe în aceste condiții? Cu siguranță că nu! Nu există soluție la această problemă decât pe o bază nouă. Aceasta înseamnă a aduce, treptat, transformarea socialistă a întregii agriculturi simultan cu realizarea graduală a industrializării socialiste și a transformării socialiste a meșteșugurilor și a industriei și comerțului capitaliste; în alte cuvinte, înseamnă a duce la îndeplinirea cooperării și la eliminarea economiei țăranilor bogați și a economiei individuale în mediul rural, astfel încât toată lumea din zonele rurale să devină din ce în ce mai bogați împreună. Susținem că aceasta este singura cale pentru a consolida alianța muncitorilor și țăranilor. ""
 Mao Zedong, Cu privire la problema cooperării agricole, 1955
Dezvoltările descrise în discurs cu privire la cooperarea economiei țărănești au contribuit cel mai direct la care dintre procesele mondiale următoare?",Declinul influenței Chinei în Asia și global,Extinderea corporațiilor multinaționale și globalizarea,Declinul comunismului de tip sovietic și creșterea maoismului,Revoluția verde și dezvoltarea tehnicilor agricole mai eficiente,A,C,high_school_world_history/val/5
Care dintre următoarele nu este o caracteristică a unei organizații birocratice?,Autoritatea,Reglementările,Structura de comandă,Schimbarea,D,D,management/val/3
"O femeie în vârstă de 84 de ani este diagnosticată cu a treia recidivă a cancerului la sân care s-a metastazat acum la creier și plămâni. Ea nu dorește să urmeze un alt tratament în acest moment, în ciuda faptului că aceasta este o afecțiune terminală. Familia ei insistă să încerce atât radioterapia, cât și chimioterapia, sperând că boala va fi tratată cu succes din nou. Este obligația medicului de","fi de acord cu familia, deoarece aceștia își doresc cel mai bine pentru pacient","convinge pacienta să încerce fie radioterapia, fie chimioterapia",ignora dorințele familiei,proteja autonomia pacientului,D,"A. fi de acord cu familia, deoarece aceștia își doresc cel mai bine pentru pacient",professional_medicine/val/0
"În 1960, un văduv, aflat în plină bătrânețe, își dă seama că nu mai poate cultiva cei 1.000 de acri ai săi; prin urmare, decide să vândă o parte din teren în parcele de 250 de acri. Președintele unei companii de dezvoltare este interesat să cumpere trei parcele. Președintele cumpără cele trei parcele de la văduv și începe să formuleze planuri pentru construirea unităților de locuințe unifamiliale pe pământ, care se află într-o zonă de clasă mijlocie-superioară a județului. Actul original între văduv și compania de dezvoltare conține o clauză care leagă expres „toți cesionarii ulteriori, moștenitorii și asociații lor”, stipulând că orice ulterioară subdiviziune de astfel de persoane va fi restricționată la parcele cu o suprafață minimă de două acri pentru utilizarea exclusivă a unităților de locuințe unifamiliale. În actul original dintre văduv și compania de dezvoltare, clauza care a restricționat dimensiunea și caracterul rezidențial al oricărei subdiviziuni ulterioare a parcelelor este un exemplu de (un)",drept de servitute (easement).,angajament afirmativ (affirmative covenant).,angajament de folosință pașnică (covenant for quiet enjoyment).,angajament negativ (negative covenant).,D,D. Angajament negativ.,professional_law/val/8
Care dintre următoarele afirmații este o afirmație centrală în argumentul lui Shapiro?,"Cu acces ușor la droguri, putem să ne așteptăm la o creștere semnificativă a dependenței de droguri.","Chiar și cu acces ușor la droguri, majoritatea utilizatorilor de droguri nu devin dependenți.",Restricțiile legale privind utilizarea drogurilor sunt justificate deoarece drogurile ilegale sunt inherent dependente.,Numai prin restricționarea accesului la droguri putem rezolva problema drogurilor.,B,C,moral_disputes/val/30
"Pentru care dintre aceste două scenarii personajul principal (care folosește Eu/mine/al meu) face ceva clar imoral, conform standardelor morale obișnuite în SUA din 2020? Scenariul 1 | Am oferit reduceri oamenilor albi. Scenariul 2 | Am luat medicamentul astfel încât să mă simt mai bine.","Greșit, Greșit","Greșit, Nu greșit","Nu greșit, Greșit","Nu greșit, Nu greșit",B,A,moral_scenarios/val/68
"În 2001, proprietarul unei vile și a proprietății înconjurătoare a murit. În testamentul său, a lăsat proprietatea ""fiului meu și urmașilor săi, dar dacă fiul meu moare fără copii, fiicei mele și urmașilor săi."" Presupunem că, atunci când proprietarul a murit, fiica era încă în viață. Fiica nu a avut niciun copil în momentul morții proprietarului. Cu toate acestea, la zece ani după moartea tatălui ei, fiica a avut un copil. După moartea proprietarului, interesul fiicei în proprietate poate fi cel mai bine descris ca",un rest condițional.,un interes executiv care apare.,un interes executiv care se transferă.,"un rest vestit, supus tăierii complete.",C,C. Interes executiv care este transferată.,professional_law/val/108
"Presupunând că nivelul de glucoză este scăzut, o mutație în repressorul operonului lac în E. coli, care împiedică legarea repressorului la operator, ar trebui să rezulte în:",expresia constitutivă a genelor operonului lac,lipsa de expresie sau reducerea expresiei genelor operonului lac în toate circumstanțele,expresia genelor doar atunci când există lactoză,expresia genelor doar atunci când lipsește lactoza,A,D. expresia genelor doar atunci când lipsește lactoza,medical_genetics/val/7
Wendy dorește să realizeze un sondaj pentru a determina care este cel mai popular gust de înghețată în școala ei. Care dintre următoarele metode este cea mai bună modalitate pentru ea să aleagă o mostră aleatorie de elevi din școala ei?,selectarea a zece elevi din fiecare grupă de elevi,selectarea membrilor echipei de softbal a fetelor,selectarea membrilor echipei de baschet a băieților,selectarea elevilor care îi plac gustul preferat de înghețată,A,B,elementary_mathematics/val/3
Care dintre acești personaje din Hemingway este un jurnalist?,Jake Barnes,Rogelio Gomez,Frederic Henry,John MacWalsey,A,C. Frederic Henry,miscellaneous/val/47
"Pentru a sărbători aniversarea de 100 de ani, compania dvs. dorește să publice o carte de cafea cu fotografii care să ilustreze istoria companiei. Căutați prin fișierele și rapoartele anuale vechi și găsiți multe fotografii, dintre care unele nu au fost niciodată publicate. Unele dintre fotografiile nepublicate sunt datate și marcate pe spate cu numele unui studio de fotografie care a închis acum 20 de ani. Când consultați editorul cu privire la modalitatea cea mai eficientă de a reproduce aceste printuri particulare, editorul spune că nu le poate reproduce fără permisiunea fotografului original. Nu reușiți să găsiți contractul original dintre companie și fotograf. Puteți reedita fotografiile fără permisiunea fotografului original?","Da, dacă plătiți editorului o taxă pentru a reproduce fotografiile.","Da, compania a plătit pentru fotografia și, prin urmare, deține printurile.","Da, puteți reproduce fotografiile dacă acordați credit corespunzător fotografului.","Nu, fotograful sau moștenitorii săi dețin dreptul de autor și trebuie să acorde permisiunea de a reproduce fotografiile nepublicate.",D,C,public_relations/val/8
"Un set conține patru numere. Cel mai mare număr este 200, iar intervalul este de 50. Care dintre următoarele afirmații este adevărată?",Media este mai mică de 185.,Media este mai mare de 165.,Mediana este mai mică de 195.,Mediana este egală cu media celui de-al doilea și al treilea număr dacă setul este aranjat în ordine crescătoare.,D,B,high_school_statistics/val/14
Care este cea mai răspândită activitate economică primară în lume?,Minerit,Vânătoare și cules,Pescuit,Agricultură,D,D,high_school_geography/val/8
Care este activitatea principală în relațiile publice financiare?,Măsurarea opiniei investitorilor față de companie,Producerea raportului anual,Realizarea aranjamentelor și pregătirea materialelor pentru întâlnirile financiare,Scrierea și diseminarea comunicatelor de presă financiare,B,B,public_relations/val/2
"Un gaz monoatomic ideal se dilată cuantic în mod quasi-static astfel încât își dublează volumul. Dacă procesul este izoterm, atunci munca făcută de gaz este Wi. Dacă procesul este adiabatic, munca făcută de gaz este Wa. Care dintre următoarele afirmații este adevărată?",Wi = Wa,0 = Wi  < Wa,0 < Wi < Wa,0<Wa <Wi,D,C. 0 < Wi < Wa,college_physics/val/6
"Să presupunem că există o tablă de dispersie deschisă cu patru găleți numerotate cu 0, 1, 2, 3, iar numerele întregi sunt dispersate în aceste găleți folosind funcția de dispersie h(x) = x mod 4. Dacă secvența de pătrate perfecte 1,4,9, ..., i^2, ... este dispersată în tablă, atunci, pe măsură ce numărul total de intrări în tablă crește, ce se va întâmpla?","Două din găleți vor primi fiecare aproximativ jumătate din intrări, iar celelalte două vor rămâne goale.",Toate gălețile vor primi aproximativ același număr de intrări.,Toate intrările vor ajunge într-o anumită găleată.,"Toate gălețile vor primi intrări, dar diferența dintre gălețile cu cel mai mic și cel mai mare număr de intrări va crește.",A,C,college_computer_science/val/1
"Un acuzat a fost arestat și acuzat separat pentru infracțiunile de jaf, viol și omor calificat prin comiterea de viol. Cu privire la principiul non bis in idem, care dintre următoarele afirmații este cea mai exactă?","Acuzatul poate fi judecat pentru fiecare infracțiune separat și poate fi condamnat pentru fiecare în parte, cu pedepse care se execută consecutiv.","Acuzatul poate fi judecat pentru cele două infracțiuni separate de jaf și omor calificat și poate fi condamnat pentru ambele, cu pedepse ce se execută consecutiv.","Acuzatul poate fi judecat pentru cele două infracțiuni separate de jaf și omor calificat și poate fi condamnat pentru ambele, cu pedeapsa pentru jaf în executare consecutiv cu pedepsele simultane pentru omorul calificat și viol.",Acuzatul poate fi judecat pentru singura infracțiune de omor calificat și condamnat numai pentru această infracțiune.,C,"B. Acuzatul poate fi judecat pentru cele două infracțiuni separate de jaf și omor calificat și poate fi condamnat pentru ambele, cu pedeapsa pentru jaf în executare consecutivă cu pedepsele simultane pentru omorul calificat și viol.",professional_law/val/153
Intrebari precum “Ce este cunoasterea?” si “Ce este adevarul?” sunt temelii in ramura filozofiei cunoscuta sub numele de _____.,logica,metafizica,epistemologie,estetica,C,C. epistemologie,philosophy/val/28
Care sunt diferențele dintre statele „lăcomie” și cele „care caută securitate”?,"Statele „lăcomie” sunt cele care își caută puterea prin extinderea teritorială, chiar și atunci când deja sunt în siguranță în statusul quo. Statele „care caută securitate” sunt cele care doresc doar să fie sigure în statusul quo, chiar dacă ar putea fi atrași în cursele înarmării și războaie din cauza presiunilor structurale din sistemul internațional anarhic.","Statele „lăcomie” caută extinderea teritorială ca urmare a presiunilor create de sistemul internațional. Natură anarhică a sistemului internațional face ca statele să se simtă nesigure, iar statele „lăcomie” caută să inverseze această situație prin orice mijloace necesare. Pe de altă parte, statele „care caută securitate” sunt deja în siguranță în statusul quo.","Nu există nicio diferență, termenii sunt sinonimi.","Statele „care caută securitate” sunt cele interesate de obținerea securității în sistemul internațional, în timp ce statele „lăcomie” sunt interesate doar de acumularea de putere, teren și alte resurse.",A,(a),security_studies/val/8
"Un automobil care se deplasează cu o viteză de v0 aplică frânele, alunecând pe o distanță de x metri pentru a opri. Presupunând că decelerarea datorată frânelor este constantă, care ar fi distanța de alunecare a aceluiași automobil dacă ar călători cu dublul vitezei inițiale?",2x m,3x m,4x m,8x m,C,(a),high_school_physics/val/15
"Pentru care dintre aceste două scenarii personajul principal (care folosește I/me/my) face ceva clar imoral, conform standardelor morale obișnuite în SUA în 2020? Scenariul 1 | Am impresionat publicul. Scenariul 2 | Vizitez bunicuța în spital pentru a lua masa cu ea.","Greșit, greșit","Greșit, Nu greșit","Nu greșit, Greșit","Nu greșit, Nu greșit",D,"C. Nu greșit, Nu greșit",moral_scenarios/val/58
Pentru care dintre acestea este un model de probabilitate binomial cel mai adecvat?,"Numărul de ori, din 10 încercări, când un anumit copil poate arunca o minge într-un coș de la șase picioare distanță",Culorile mașinilor din parcare unui anumit magazin alimentar într-o zi de duminică selectată aleatoriu,Numărul de ori când un rezident selectat aleatoriu din California a vizitat un muzeu în ultimele 12 luni,Numărul de cărți extrase dintr-un pachet bine amestecat până când sunt găsite cele patru ași,A,A,high_school_statistics/val/8
"Pentru care dintre cele două scenarii, face personajul principal (care folosește I / me / my) ceva clar greșit din punctul de vedere al standardelor morale obișnuite în Statele Unite ale Americii, conform anului 2020? Scenariul 1 | Am auzit că ai cancer, a spus Jessa bucurându-se. Scenariul 2 | Ea m-a rugat să-i dezinfectez telefonul, așa că l-am stropit cu alcool izopropilic.","Greșit, greșit","Greșit, Nu greșit","Nu greșit, Greșit","Nu greșit, Nu greșit",B,"În mod istoric, regulile copiilor de a-i face lucruri probleme grozave unul altuia, sau chiar simple online mint-and go, se abat la o certă devianță.",moral_scenarios/val/42
"Un organism cu tal cu lobi, rizoizi și gemule este un",mușchi,marșărar,ferigă,ciupercă,B,A,college_biology/val/4
"Această întrebare se referă la următoarea informație.
""Sentimentele tale, că afacerile noastre se apropie rapid de o criză, corespund cu ale mele. Ce se va întâmpla este, de asemenea, dincolo de previziunea mea. Avem erori de corectat. Probabil am avut o opinie prea bună despre natura umană în formarea confederației noastre. Experiența ne-a arătat că oamenii nu vor adopta și aplica măsuri cele mai bine calculate pentru propriul lor bine fără intervenția unei puteri coercitive. Nu cred că putem exista mult timp ca națiune fără a fi amplasat undeva o putere care să pătrundă întregul sindicat într-un mod energetic, în același fel în care autoritatea guvernelor statale se extinde asupra statelor individuale. . . . 
""Ce schimbări uimitoare pot produce câțiva ani. Mi se spune că personaje chiar respectabile vorbesc despre o forma de guvernământ monarhic fără oroare. . . . Ce triumf pentru inamicii, pentru a-și verifica predicțiile! Ce triumf pentru susținătorii despotismului să constate că suntem incapabili să ne ducem singuri, și că sistemele întemeiate pe baza unei libertăți egale sunt doar ideale și eronate. . . ."" 
—George Washington, scrisoare către John Jay, 1 august 1786
În istoria ulterioară a Statelor Unite, cei care au împărtășit sentimentele exprimate de George Washington în scrisoare, mai sus, cel mai probabil ar fi adoptat care dintre pozițiile următoare?","Susținerea aderării la Franța în războiul său cu Marea Britanie în 1793, în onoarea Tratatului de Alianță din 1778 cu Franța.",Opunerea la înființarea unei bănci naționale în 1791.,Susținerea ratificării Constituției în 1789.,Opunerea la legile privind străinii și sediția din 1798.,C,C,high_school_us_history/val/3
"""Firma de producție a angajat un psiholog organizațional pentru a dezvolta o baterie de selecție care va ajuta compania să răspundă la următoarea întrebare: """"Cu ce grup (lucrători de linie de asamblare sau lucrători de birou) se aseamănă cel mai mult solicitantul de loc de muncă?"""" Care dintre următoarele tehnici multivariate ar fi utilă în acest sens?""",analiza discriminantă,regresia multiplă,analiza factorială,analiza caii,A,B,professional_psychology/val/52
"Această întrebare se referă la următoarele informații.
""Știu că ori de câte ori subiectul a apărut în conversația la care am fost prezent, părea opinia tuturor că nu putem fi taxați de un Parlament în care nu eram reprezentați. Dar plata taxelor stabilite prin legea Parlamentului ca reguli ale comerțului nu a fost niciodată contestată. Un impozit extern este o taxă impusă mărfurilor importate; această taxă este adăugată la costul inițial și la alte taxe pe marfă și, atunci când ea este oferită spre vânzare, face parte din preț. Dacă oamenii nu îl doresc la acel preț, ei îl refuză; nu sunt obligați să-l plătească. Dar un impozit intern este impus oamenilor fără acordul lor dacă nu este pus de proprii lor reprezentanți. Legea timbrelor spune că nu vom avea niciun fel de comerț, nu vom face nicio tranzacție de proprietate unii cu alții, nu vom cumpăra sau acorda, și nici nu vom recupera datorii; nu ne vom căsători nici nu vom face testamentul nostru, decât dacă plătim anumite sume și astfel se intenționează să ne extorcam banii sau să ne ruinăm prin consecințele refuzului de a-i plăti.""
- Benjamin Franklin, Examinare în fața Parlamentului, 1766
Care autor a fost cel mai critic la politica descrisă aici de către Președintele Jackson?",Rachel Carson în Silent Spring.,Ralph Ellison în Invisible Man.,Helen Hunt Jackson în A Century of Dishonor.,William Lloyd Garrison în The Liberator.,C,(b),high_school_us_history/val/6
"Un centru comercial deținut privat închiriază spații de magazine pentru comercianți privați. Un grup de elevi de la o școală locală distribuiau broșuri care comemorau o sărbătoare națională în zona interioară a unui complex comercial cu proprietate privată. Managementul complexului comercial a cerut elevilor să înceteze distribuirea broșurilor sau să părăsească proprietatea. Când aceștia au refuzat, poliția a fost chemată să îi disperseze pe elevi. La sosirea poliției, elevii au fost îndepărtați de pe proprietate. Ulterior, elevii au intentat proces în instanța federală cerând un ordin judecătoresc care să oblige managementul complexului comercial să le permită distribuirea de broșuri în complex. Elevii vor","câștiga, deoarece distribuirea de broșuri este o activitate legată de libertatea de exprimare, care este protejată de Primul și al Paisprezecelea Amendament la Constituția SUA. ","câștiga, deoarece nu există o lege împotriva distribuirii de broșuri.","nu vor câștiga, deoarece distribuirea de broșuri pe proprietate privată nu este o activitate protejată constituțional.","nu vor câștiga, deoarece distribuirea de broșuri poate fi interzisă ca o tulburare publică care invadează interesul de confidențialitate al persoanelor care nu doresc un astfel de contact comunicativ.",C,"B. Nu vor câștiga, deoarece nu există o lege împotriva distribuitorilor de broșuri.",professional_law/val/74
Cercetările privind eficacitatea grupării copiilor în clase separate conform performanțelor lor academice sugerează că,clasele cu un grad ridicat de omogenitate sunt mai eficiente decât clasele cu un grad ridicat de heterogenitate,elevii cu performanțe scăzute beneficiază în special de gruparea omogenă în studiile sociale,elevii cu performanțe scăzute performează mai bine academic la toate materiile în clase cu o mare omogenitate,gruparea omogenă a claselor produce un efect negativ asupra performanțelor și stimei de sine pentru copiii cu performanțe scăzute,D,(d),professional_psychology/val/35
O mașină ușoară de jucărie intră în coliziune frontală cu un camion de jucărie mai greu. Care dintre următoarele afirmații este adevărată ca urmare a coliziunii? I. Mașina va experimenta o impulsă mai mare decât camionul. II. Mașina va experimenta o schimbare mai mare a momentului decât camionul. III. Magnitudinea accelerației experimentate de mașină va fi mai mare decât cea experimentată de camion.,Doar I și II,Doar II,Doar III,Doar II și III,C,A,high_school_physics/val/0
Care dintre următoarele descrie cel mai bine greșeala hipostazierii?,Tratarea unui lucru care există doar în minte ca și cum ar fi un obiect real.,Schimbarea sensului unui cuvânt sau frază dintr-o parte a argumentului în alta.,"Utilizarea limbajului și punctuației într-un mod care permite unei afirmații să aibă mai multe interpretări, astfel încât nu este clar ce se înțelege într-adevăr.",O formă de limbaj incărcat care folosește o formulare emoțională înlocuind argumentele de susținere pentru afirmație.,A,A,logical_fallacies/val/17
Care dintre următorii factori ar crește cel mai probabil îngrijorarea unui auditor cu privire la riscul de afirmații eronate semnificative rezultate din detournarea activelor?,Există posibilitatea de părtinire în pregătirea estimărilor contabile.,Activele fixe ale entității nu au identificare a proprietății.,Conducerea a adoptat recent noi principii contabile.,Entitatea a înregistrat recent o creștere rapidă a veniturilor.,B,A,professional_accounting/val/26
"Un cercetător a cerut participanților să completeze un chestionar care va evalua cu ce frecvență experimentează diferite emoții în viața lor, folosind o scală de la 1 (niciodată) la 5 (foarte des). Cercetătorul este interesat în special de relația dintre sentimentele de vinovăție și alte emoții. Acest cercetător efectuează cel mai probabil care dintre următoarele tipuri de cercetare?",Demografic,Observațional,Corelațional,Experimental,C,C. Corelațional,high_school_psychology/val/43
A doua postulat a lui Einstein ne spune că viteza luminii,depinde de referința noastră.,este constantă în toate referințele.,asigură ceasuri precise.,se încetinește într-un mediu transparent.,B,B,conceptual_physics/val/10
"Dacă animalele nu au nicio poziție morală directă sau indirectă, atunci folosirea lor în scopuri umane este",întotdeauna greșită.,întotdeauna obligatorie.,niciodată greșită.,niciodată opțională.,C,C,moral_disputes/val/37
________ sunt strategii asociate cu dezvoltarea relaţiilor pozitive între o organizaţie şi publicul său.,Relatii cu comunitatea,Relatii publice,Relatii organizatorice,Relatii cu consumatorii,A,C,public_relations/val/11
Care va fi fluxul total emis de o sursă de 60 de candele putere?,754.2 lumeni.,"0,001326 lumeni.",60 lumeni.,Niciuna dintre acestea.,A,A,electrical_engineering/val/8
"Această întrebare se referă la următoarele informații.
Unul dintre drepturile pe care omul liber l-a păzit întodeauna cu cea mai mare grijă este acela de a se bucura de recompensele propriului efort. Realizând că puterea de a taxa este puterea de a distruge și că puterea de a lua o anumită cantitate de proprietate sau venit este doar o altă modalitate de a spune că pentru o anumită proporție din timpul lui, un cetățean trebuie să lucreze pentru guvern, dreptul de a impune o taxă poporului a fost cel mai atent păzit. …Un guvern care impune taxe poporului care nu sunt necesare din necesitate urgentă și din politica publică sănătoasă nu este un protector al libertății, ci un instrument al tiraniei. Acesta condamnă cetățeanul la tiranie. Unul dintre primele semne ale sfârșitului guvernului liber este nerespectarea de către puterea de a impozita dreptului poporului la propria proprietate. … Dacă oamenii nu pot să se bucure de acea securitate rezonabilă în posesia lor de proprietate, care este garantată de Constituţie, împotriva impozitării nejustificate, libertatea este sfârșită. Cu noi economia este imperativă. Este un test complet al caracterului nostru național. întotdeauna oamenii ce muncesc plătesc.
—Calvin Coolidge, ""Economie în interesul tuturor,"" 30 iunie 1924
Care dintre următoarele idei politice reflectă cel mai bine perspectiva lui Calvin Coolidge în pasajul de mai sus?",Impozitarea este o metodă eficientă de redistribuire a bogăției.,Guvernul ar trebui să fie limitat.,Un guvern mai mare poate asigura justiție socială.,Guvernul are ultimul cuvânt despre ceea ce oamenii fac cu proprietatea lor.,B,D,high_school_us_history/val/18
"Care dintre afirmațiile următoare descrie cel mai bine procesul de absorbție a vitaminelor din intestine?
",Toate opțiunile date sunt corecte,Vitamina E este absorbită de o proteină care se leagă de obicei de acizi grași peroxidați pentru a-i elimina,Este necesar să se de-fosforileze tiamina pirofosfat sau piridoxal fosfat înainte de a fi absorbit,Vitamina C oxidată (acid dehidroascorbic) este absorbită de un transportor de glucoză,A,(c),nutrition/val/23
Care dintre izomerii C6H14 are linii cu trei deplasări chimice distincte în spectrul 13C?,hexan,2-metilpentan,3-metilpentan,"2,3-dimetilbutan",A,A,college_chemistry/val/1
Dr. Stern este un psiholog care ajută la deciziile de angajare și promovare la o clinică de sănătate mentală. Ea recomandă ca unul dintre psihologi să nu fie luat în considerare pentru promovare din cauza unei acuzații nerezolvate de hărțuire sexuală împotriva lui. Acest lucru este:,conform prevederilor Codului Etic.,o încălcare a prevederilor Codului Etic.,etic atât timp cât clinica va reconsidera psihologul dacă acesta va fi achitat de acuzație.,nu este abordat în Codul Etic.,B,C,professional_psychology/val/10
"Pentru care dintre cele două scenarii personajul principal (care folosește eu/mine) face ceva clar moral greșit, conform standardelor morale obișnuite din SUA în 2020? Scenariul 1 | Lectia de la școală de mâine este despre împărțire, așa că mă voi asigura că copiii mei rămân acasă. Scenariul 2 | Nu le-am dat copiilor mei bară de ciocolată Snicker's pentru că am uitat.","Greșit, Greșit","Greșit, Nu greșit","Nu greșit, Greșit","Nu greșit, Nu greșit",B,"C. Nu greșit, Greșit",moral_scenarios/val/37
"Cum separă planificatorii urbani utilizările pământului discordante, cum ar fi locuințele și stațiile de epurare a apelor uzate?",Centre comerciale,Garduri,Zonare,Tuneluri,C,C. Zonare,high_school_geography/val/1
"Conform teoriei clasice a testelor, variația scorurilor obținute la test este egală cu",suma varianței generale și a varianței specifice,suma varianței scorului real și a varianței erorii,eroarea de variație a distribuției de scoruri,eroarea de variație a mediei scorurilor,B,A,professional_psychology/val/5
"Creșterea normală se poate defini ca BMI între:
",percentila BMI 75 și 2,percentila BMI 91 și 2,"percentila BMI 99,6 și 0,4",percentila BMI 75 și 25,B,A,nutrition/val/19
Oamenii cu o atitudine pozitivă față de propriul proces de îmbătrânire sunt mai susceptibili să,Își neglijeze semnele de deteriorare,Adopte noi regimuri împotriva îmbătrânirii,Evite leziunile și bolile grave,Experimenteze stres la orice semn de senescență,C,B,human_aging/val/21
"În opinia lui Huemer, este greșit să crezi că",guvernul ar trebui să interzică lucrurile care nu degradează demnitatea noastră.,guvernul ar trebui să interzică lucrurile care se bazează pe rezultatele probabile.,guvernul ar trebui să interzică lucrurile care determină oamenii să se rănească.,guvernul ar trebui să interzică lucrurile care nu realizează anumite valori de bază.,C,A.,moral_disputes/val/33
"O plantă care deține spermatozoizi înotători, xilem cu traheide, faze independente de gametofit și sporofit și fără semințe este probabil cel mai strâns înrudită cu",mușchii,pini,ferigi,măștișorii,C,C. ferigi,college_biology/val/6
